,Cost
"('C22', 'C22')",9999999.0
"('C22', 'C23')",19466.082
"('C22', 'C24')",26530.875
"('C22', 'C25')",26045.739
"('C22', 'C26')",39235.374
"('C22', 'C27')",17101.044
"('C22', 'C28')",23620.059
"('C22', 'C29')",58307.283
"('C22', 'C30')",23043.96
"('C22', 'C31')",108458.217
"('C22', 'C32')",42115.869
"('C22', 'C33')",37446.435
"('C22', 'C34')",17525.538
"('C22', 'C35')",34474.977
"('C22', 'C36')",9551.115
"('C22', 'C37')",13371.561
"('C22', 'C38')",36627.768
"('C23', 'CD1')",70647.93
"('C23', 'CD2')",32382.828
"('C23', 'CD3')",73892.277
"('C23', 'CD4')",59793.012
"('C23', 'CD5')",27864.999
"('C23', 'CD6')",26409.591
"('C23', 'CD7')",13462.524
"('C23', 'CD8')",43692.561
"('C23', 'CD9')",66190.743
"('C23', 'CD10')",25378.677
"('C23', 'CD11')",32261.544
"('C23', 'CD12')",20982.132
"('C23', 'C1')",40812.066
"('C23', 'C2')",68768.028
"('C23', 'C3')",33565.347
"('C23', 'C4')",61400.025
"('C23', 'C5')",92418.408
"('C23', 'C6')",78228.18
"('C23', 'C7')",60945.21
"('C23', 'C8')",47331.081
"('C23', 'C9')",63037.359
"('C23', 'C10')",29381.049
"('C23', 'C11')",40175.325
"('C23', 'C12')",31412.556
"('C23', 'C13')",37779.966
"('C23', 'C14')",33201.495
"('C23', 'C15')",7307.361
"('C23', 'C16')",29502.333
"('C23', 'C17')",34747.866
"('C23', 'C18')",20406.033
"('C23', 'C19')",45147.969
"('C23', 'C20')",41054.634
"('C23', 'C21')",58004.073
"('C23', 'C22')",20709.243
"('C23', 'C23')",9999999.0
"('C23', 'C24')",16464.303
"('C23', 'C25')",25985.097
"('C23', 'C26')",33262.137
"('C23', 'C27')",13674.771
"('C23', 'C28')",28198.53
"('C23', 'C29')",56882.196
"('C23', 'C30')",18799.02
"('C23', 'C31')",90811.395
"('C23', 'C32')",36172.953
"('C23', 'C33')",49999.329
"('C23', 'C34')",7701.534
"('C23', 'C35')",15827.562
"('C23', 'C36')",36354.879
"('C23', 'C37')",10794.276
"('C23', 'C38')",35111.718
"('C24', 'CD1')",51636.663
"('C24', 'CD2')",44693.154
"('C24', 'CD3')",58913.703
"('C24', 'CD4')",40812.066
"('C24', 'CD5')",35111.718
"('C24', 'CD6')",24469.047
"('C24', 'CD7')",11764.548
"('C24', 'CD8')",30715.173
"('C24', 'CD9')",47209.797
"('C24', 'CD10')",37658.682
"('C24', 'CD11')",19284.156
"('C24', 'CD12')",30624.21
"('C24', 'C1')",38871.522
"('C24', 'C2')",53789.454
"('C24', 'C3')",31624.803
"('C24', 'C4')",46421.451
"('C24', 'C5')",77439.834
"('C24', 'C6')",63249.606
"('C24', 'C7')",41964.264
"('C24', 'C8')",59338.197
"('C24', 'C9')",44026.092
"('C24', 'C10')",14402.475
"('C24', 'C11')",38265.102
"('C24', 'C12')",21800.799
"('C24', 'C13')",35839.422
"('C24', 'C14')",18222.921
"('C24', 'C15')",18101.637
"('C24', 'C16')",34232.409
"('C24', 'C17')",32837.643
"('C24', 'C18')",30048.111
"('C24', 'C19')",48634.884
"('C24', 'C20')",26076.06
"('C24', 'C21')",38992.806
"('C24', 'C22')",30351.321
"('C24', 'C23')",19041.588
"('C24', 'C24')",9999999.0
"('C24', 'C25')",38265.102
"('C24', 'C26')",31351.914
"('C24', 'C27')",25954.776
"('C24', 'C28')",26257.986
"('C24', 'C29')",37870.929
"('C24', 'C30')",16858.476
"('C24', 'C31')",75832.821
"('C24', 'C32')",34232.409
"('C24', 'C33')",51121.206
"('C24', 'C34')",16403.661
"('C24', 'C35')",6670.62
"('C24', 'C36')",45966.636
"('C24', 'C37')",23165.244
"('C24', 'C38')",25408.998
"('C25', 'CD1')",94328.631
"('C25', 'CD2')",14311.512
"('C25', 'CD3')",97572.978
"('C25', 'CD4')",83473.713
"('C25', 'CD5')",39205.053
"('C25', 'CD6')",50090.292
"('C25', 'CD7')",37143.225
"('C25', 'CD8')",67373.262
"('C25', 'CD9')",89871.444
"('C25', 'CD10')",8914.374
"('C25', 'CD11')",55942.245
"('C25', 'CD12')",23165.244
"('C25', 'C1')",64492.767
"('C25', 'C2')",92448.729
"('C25', 'C3')",44784.117
"('C25', 'C4')",85080.726
"('C25', 'C5')",116099.109
"('C25', 'C6')",101908.881
"('C25', 'C7')",84656.232
"('C25', 'C8')",48452.958
"('C25', 'C9')",86718.06
"('C25', 'C10')",53061.75
"('C25', 'C11')",63856.026
"('C25', 'C12')",51333.453
"('C25', 'C13')",61460.667
"('C25', 'C14')",47694.933
"('C25', 'C15')",30988.062
"('C25', 'C16')",40842.387
"('C25', 'C17')",58428.567
"('C25', 'C18')",31776.408
"('C25', 'C19')",56488.023
"('C25', 'C20')",64735.335
"('C25', 'C21')",81684.774
"('C25', 'C22')",26045.739
"('C25', 'C23')",26439.912
"('C25', 'C24')",40175.325
"('C25', 'C25')",9999999.0
"('C25', 'C26')",56942.838
"('C25', 'C27')",13492.845
"('C25', 'C28')",47513.007
"('C25', 'C29')",80562.897
"('C25', 'C30')",42479.721
"('C25', 'C31')",114492.096
"('C25', 'C32')",59853.654
"('C25', 'C33')",61369.704
"('C25', 'C34')",31382.235
"('C25', 'C35')",35748.459
"('C25', 'C36')",31260.951
"('C25', 'C37')",22558.824
"('C25', 'C38')",58792.419
"('C26', 'CD1')",54274.59
"('C26', 'CD2')",63765.063
"('C26', 'CD3')",75468.969
"('C26', 'CD4')",43419.672
"('C26', 'CD5')",25287.714
"('C26', 'CD6')",11582.622
"('C26', 'CD7')",25227.072
"('C26', 'CD8')",21042.774
"('C26', 'CD9')",49847.724
"('C26', 'CD10')",56760.912
"('C26', 'CD11')",23286.528
"('C26', 'CD12')",38962.485
"('C26', 'C1')",7883.46
"('C26', 'C2')",70314.399
"('C26', 'C3')",21800.799
"('C26', 'C4')",62976.717
"('C26', 'C5')",93995.1
"('C26', 'C6')",79804.872
"('C26', 'C7')",44602.191
"('C26', 'C8')",56730.591
"('C26', 'C9')",32686.038
"('C26', 'C10')",44875.08
"('C26', 'C11')",9217.584
"('C26', 'C12')",51879.231
"('C26', 'C13')",16494.624
"('C26', 'C14')",47088.513
"('C26', 'C15')",31321.593
"('C26', 'C16')",24408.405
"('C26', 'C17')",19102.23
"('C26', 'C18')",29866.185
"('C26', 'C19')",27683.073
"('C26', 'C20')",51303.132
"('C26', 'C21')",32595.075
"('C26', 'C22')",34929.792
"('C26', 'C23')",32049.297
"('C26', 'C24')",32170.581
"('C26', 'C25')",57337.011
"('C26', 'C26')",9999999.0
"('C26', 'C27')",45026.685
"('C26', 'C28')",18647.415
"('C26', 'C29')",28623.024
"('C26', 'C30')",15857.883
"('C26', 'C31')",92357.766
"('C26', 'C32')",4608.792
"('C26', 'C33')",30169.395
"('C26', 'C34')",29381.049
"('C26', 'C35')",36081.99
"('C26', 'C36')",41630.733
"('C26', 'C37')",36172.953
"('C26', 'C38')",13523.166
"('C27', 'CD1')",82988.577
"('C27', 'CD2')",20224.107
"('C27', 'CD3')",86263.245
"('C27', 'CD4')",72133.659
"('C27', 'CD5')",25318.035
"('C27', 'CD6')",38750.238
"('C27', 'CD7')",25803.171
"('C27', 'CD8')",56033.208
"('C27', 'CD9')",78561.711
"('C27', 'CD10')",13219.956
"('C27', 'CD11')",44602.191
"('C27', 'CD12')",11582.622
"('C27', 'C1')",53152.713
"('C27', 'C2')",81108.675
"('C27', 'C3')",30897.099
"('C27', 'C4')",73770.993
"('C27', 'C5')",104759.055
"('C27', 'C6')",90599.148
"('C27', 'C7')",73316.178
"('C27', 'C8')",38447.028
"('C27', 'C9')",75378.006
"('C27', 'C10')",41721.696
"('C27', 'C11')",52546.293
"('C27', 'C12')",39993.399
"('C27', 'C13')",43995.771
"('C27', 'C14')",36354.879
"('C27', 'C15')",19678.329
"('C27', 'C16')",26955.369
"('C27', 'C17')",40963.671
"('C27', 'C18')",17889.39
"('C27', 'C19')",42601.005
"('C27', 'C20')",53395.281
"('C27', 'C21')",70344.72
"('C27', 'C22')",16221.735
"('C27', 'C23')",15099.858
"('C27', 'C24')",28835.271
"('C27', 'C25')",13796.055
"('C27', 'C26')",45633.105
"('C27', 'C27')",9999999.0
"('C27', 'C28')",33625.989
"('C27', 'C29')",69222.843
"('C27', 'C30')",31139.667
"('C27', 'C31')",103152.042
"('C27', 'C32')",48513.6
"('C27', 'C33')",47482.686
"('C27', 'C34')",20042.181
"('C27', 'C35')",24438.726
"('C27', 'C36')",26379.27
"('C27', 'C37')",8671.806
"('C27', 'C38')",47452.365
"('C28', 'CD1')",52667.577
"('C28', 'CD2')",56488.023
"('C28', 'CD3')",73861.956
"('C28', 'CD4')",41812.659
"('C28', 'CD5')",12916.746
"('C28', 'CD6')",9065.979
"('C28', 'CD7')",23529.096
"('C28', 'CD8')",24317.442
"('C28', 'CD9')",48210.39
"('C28', 'CD10')",40872.708
"('C28', 'CD11')",23801.985
"('C28', 'CD12')",26652.159
"('C28', 'C1')",24378.084
"('C28', 'C2')",68707.386
"('C28', 'C3')",9429.831
"('C28', 'C4')",61369.704
"('C28', 'C5')",92357.766
"('C28', 'C6')",78197.859
"('C28', 'C7')",42995.178
"('C28', 'C8')",44389.944
"('C28', 'C9')",45057.006
"('C28', 'C10')",46239.525
"('C28', 'C11')",23771.664
"('C28', 'C12')",53243.676
"('C28', 'C13')",14432.796
"('C28', 'C14')",48422.637
"('C28', 'C15')",29593.296
"('C28', 'C16')",12037.437
"('C28', 'C17')",11400.696
"('C28', 'C18')",23104.602
"('C28', 'C19')",27197.937
"('C28', 'C20')",49301.946
"('C28', 'C21')",40448.214
"('C28', 'C22')",24802.578
"('C28', 'C23')",30351.321
"('C28', 'C24')",30472.605
"('C28', 'C25')",55639.035
"('C28', 'C26')",16858.476
"('C28', 'C27')",43328.709
"('C28', 'C28')",9999999.0
"('C28', 'C29')",39326.337
"('C28', 'C30')",14159.907
"('C28', 'C31')",90750.753
"('C28', 'C32')",19769.292
"('C28', 'C33')",29684.259
"('C28', 'C34')",27683.073
"('C28', 'C35')",34353.693
"('C28', 'C36')",29259.765
"('C28', 'C37')",34444.656
"('C28', 'C38')",18131.958
"('C29', 'CD1')",22316.256
"('C29', 'CD2')",82685.367
"('C29', 'CD3')",49665.798
"('C29', 'CD4')",17343.612
"('C29', 'CD5')",51788.268
"('C29', 'CD6')",40963.671
"('C29', 'CD7')",46633.698
"('C29', 'CD8')",20496.996
"('C29', 'CD9')",12401.289
"('C29', 'CD10')",75681.216
"('C29', 'CD11')",26470.233
"('C29', 'CD12')",62370.297
"('C29', 'C1')",30957.741
"('C29', 'C2')",44511.228
"('C29', 'C3')",53334.639
"('C29', 'C4')",37173.546
"('C29', 'C5')",68161.608
"('C29', 'C6')",54001.701
"('C29', 'C7')",18647.415
"('C29', 'C8')",91539.099
"('C29', 'C9')",8156.349
"('C29', 'C10')",28532.061
"('C29', 'C11')",28774.629
"('C29', 'C12')",35536.212
"('C29', 'C13')",37901.25
"('C29', 'C14')",30715.173
"('C29', 'C15')",49878.045
"('C29', 'C16')",55942.245
"('C29', 'C17')",54547.479
"('C29', 'C18')",54304.911
"('C29', 'C19')",49089.699
"('C29', 'C20')",34960.113
"('C29', 'C21')",3092.742
"('C29', 'C22')",62127.729
"('C29', 'C23')",52243.083
"('C29', 'C24')",38932.164
"('C29', 'C25')",76287.636
"('C29', 'C26')",28592.703
"('C29', 'C27')",63977.31
"('C29', 'C28')",46178.883
"('C29', 'C29')",9999999.0
"('C29', 'C30')",43328.709
"('C29', 'C31')",66554.595
"('C29', 'C32')",26227.665
"('C29', 'C33')",51576.021
"('C29', 'C34')",49817.403
"('C29', 'C35')",44086.734
"('C29', 'C36')",69222.843
"('C29', 'C37')",55032.615
"('C29', 'C38')",24165.837
"('C30', 'CD1')",51788.268
"('C30', 'CD2')",49908.366
"('C30', 'CD3')",71254.35
"('C30', 'CD4')",40933.35
"('C30', 'CD5')",22407.219
"('C30', 'CD6')",9642.078
"('C30', 'CD7')",11370.375
"('C30', 'CD8')",25136.109
"('C30', 'CD9')",47331.081
"('C30', 'CD10')",42904.215
"('C30', 'CD11')",15039.216
"('C30', 'CD12')",28623.024
"('C30', 'C1')",24044.553
"('C30', 'C2')",66130.101
"('C30', 'C3')",18889.983
"('C30', 'C4')",58762.098
"('C30', 'C5')",89780.481
"('C30', 'C6')",75590.253
"('C30', 'C7')",42085.548
"('C30', 'C8')",56730.591
"('C30', 'C9')",44177.697
"('C30', 'C10')",31988.655
"('C30', 'C11')",23438.133
"('C30', 'C12')",38992.806
"('C30', 'C13')",23134.923
"('C30', 'C14')",34171.767
"('C30', 'C15')",17434.575
"('C30', 'C16')",21497.589
"('C30', 'C17')",20102.823
"('C30', 'C18')",19526.724
"('C30', 'C19')",35900.064
"('C30', 'C20')",35051.076
"('C30', 'C21')",39144.411
"('C30', 'C22')",24560.01
"('C30', 'C23')",18192.6
"('C30', 'C24')",18313.884
"('C30', 'C25')",43480.314
"('C30', 'C26')",16524.945
"('C30', 'C27')",31169.988
"('C30', 'C28')",11279.412
"('C30', 'C29')",38022.534
"('C30', 'C30')",9999999.0
"('C30', 'C31')",88173.468
"('C30', 'C32')",19435.761
"('C30', 'C33')",38386.386
"('C30', 'C34')",15524.352
"('C30', 'C35')",22194.972
"('C30', 'C36')",34414.335
"('C30', 'C37')",22285.935
"('C30', 'C38')",16343.019
"('C31', 'CD1')",41297.202
"('C31', 'CD2')",117039.06
"('C31', 'CD3')",22801.392
"('C31', 'CD4')",46936.908
"('C31', 'CD5')",96481.422
"('C31', 'CD6')",84625.911
"('C31', 'CD7')",80957.07
"('C31', 'CD8')",74529.018
"('C31', 'CD9')",46694.34
"('C31', 'CD10')",110034.909
"('C31', 'CD11')",74256.129
"('C31', 'CD12')",96723.99
"('C31', 'C1')",90690.111
"('C31', 'C2')",44662.833
"('C31', 'C3')",92964.186
"('C31', 'C4')",40963.671
"('C31', 'C5')",9065.979
"('C31', 'C6')",20496.996
"('C31', 'C7')",43935.129
"('C31', 'C8')",125468.298
"('C31', 'C9')",62006.445
"('C31', 'C10')",59338.197
"('C31', 'C11')",88506.999
"('C31', 'C12')",63734.742
"('C31', 'C13')",96147.891
"('C31', 'C14')",61521.309
"('C31', 'C15')",84231.738
"('C31', 'C16')",95571.792
"('C31', 'C17')",103485.573
"('C31', 'C18')",96147.891
"('C31', 'C19')",107336.34
"('C31', 'C20')",56488.023
"('C31', 'C21')",71345.313
"('C31', 'C22')",96451.101
"('C31', 'C23')",86596.776
"('C31', 'C24')",73285.857
"('C31', 'C25')",110611.008
"('C31', 'C26')",88325.073
"('C31', 'C27')",98300.682
"('C31', 'C28')",90508.185
"('C31', 'C29')",61642.593
"('C31', 'C30')",87688.332
"('C31', 'C31')",9999999.0
"('C31', 'C32')",85929.714
"('C31', 'C33')",109822.662
"('C31', 'C34')",84140.775
"('C31', 'C35')",74892.87
"('C31', 'C36')",112096.737
"('C31', 'C37')",89386.308
"('C31', 'C38')",76378.599
"('C32', 'CD1')",51818.589
"('C32', 'CD2')",68434.497
"('C32', 'CD3')",73012.968
"('C32', 'CD4')",40963.671
"('C32', 'CD5')",29987.469
"('C32', 'CD6')",16252.056
"('C32', 'CD7')",29926.827
"('C32', 'CD8')",18586.773
"('C32', 'CD9')",47391.723
"('C32', 'CD10')",61430.346
"('C32', 'CD11')",20830.527
"('C32', 'CD12')",43662.24
"('C32', 'C1')",6822.225
"('C32', 'C2')",67858.398
"('C32', 'C3')",26470.233
"('C32', 'C4')",60520.716
"('C32', 'C5')",91508.778
"('C32', 'C6')",77348.871
"('C32', 'C7')",42146.19
"('C32', 'C8')",61430.346
"('C32', 'C9')",30230.037
"('C32', 'C10')",42419.079
"('C32', 'C11')",4639.113
"('C32', 'C12')",49423.23
"('C32', 'C13')",20557.638
"('C32', 'C14')",44602.191
"('C32', 'C15')",35991.027
"('C32', 'C16')",29077.839
"('C32', 'C17')",23165.244
"('C32', 'C18')",34565.94
"('C32', 'C19')",31746.087
"('C32', 'C20')",48847.131
"('C32', 'C21')",30139.074
"('C32', 'C22')",39599.226
"('C32', 'C23')",36718.731
"('C32', 'C24')",33777.594
"('C32', 'C25')",62036.766
"('C32', 'C26')",6033.879
"('C32', 'C27')",49726.44
"('C32', 'C28')",23347.17
"('C32', 'C29')",26136.702
"('C32', 'C30')",20557.638
"('C32', 'C31')",89901.765
"('C32', 'C32')",9999999.0
"('C32', 'C33')",34232.409
"('C32', 'C34')",34080.804
"('C32', 'C35')",40751.424
"('C32', 'C36')",46330.488
"('C32', 'C37')",40842.387
"('C32', 'C38')",11127.807
"('C33', 'CD1')",81229.959
"('C33', 'CD2')",63916.668
"('C33', 'CD3')",102424.338
"('C33', 'CD4')",70375.041
"('C33', 'CD5')",27379.863
"('C33', 'CD6')",37628.361
"('C33', 'CD7')",43722.882
"('C33', 'CD8')",45299.574
"('C33', 'CD9')",76772.772
"('C33', 'CD10')",50514.786
"('C33', 'CD11')",51030.243
"('C33', 'CD12')",38386.386
"('C33', 'C1')",40296.609
"('C33', 'C2')",97269.768
"('C33', 'C3')",27834.678
"('C33', 'C4')",89932.086
"('C33', 'C5')",120920.148
"('C33', 'C6')",106760.241
"('C33', 'C7')",71557.56
"('C33', 'C8')",50878.638
"('C33', 'C9')",73619.388
"('C33', 'C10')",67949.361
"('C33', 'C11')",38719.917
"('C33', 'C12')",74983.833
"('C33', 'C13')",15342.426
"('C33', 'C14')",70162.794
"('C33', 'C15')",47300.76
"('C33', 'C16')",25469.64
"('C33', 'C17')",21740.157
"('C33', 'C18')",31200.309
"('C33', 'C19')",7580.25
"('C33', 'C20')",71011.782
"('C33', 'C21')",69010.596
"('C33', 'C22')",35020.755
"('C33', 'C23')",49665.798
"('C33', 'C24')",50666.391
"('C33', 'C25')",58276.962
"('C33', 'C26')",32777.001
"('C33', 'C27')",48847.131
"('C33', 'C28')",29805.543
"('C33', 'C29')",52849.503
"('C33', 'C30')",38719.917
"('C33', 'C31')",119313.135
"('C33', 'C32')",34717.545
"('C33', 'C33')",9999999.0
"('C33', 'C34')",50605.749
"('C33', 'C35')",54547.479
"('C33', 'C36')",28562.382
"('C33', 'C37')",41752.017
"('C33', 'C38')",37779.966
"('C34', 'CD1')",62734.149
"('C34', 'CD2')",34384.014
"('C34', 'CD3')",70011.189
"('C34', 'CD4')",51879.231
"('C34', 'CD5')",25166.43
"('C34', 'CD6')",23195.565
"('C34', 'CD7')",9551.115
"('C34', 'CD8')",39811.473
"('C34', 'CD9')",58276.962
"('C34', 'CD10')",27349.542
"('C34', 'CD11')",28380.456
"('C34', 'CD12')",18283.563
"('C34', 'C1')",37598.04
"('C34', 'C2')",64856.619
"('C34', 'C3')",30351.321
"('C34', 'C4')",57518.937
"('C34', 'C5')",88506.999
"('C34', 'C6')",74347.092
"('C34', 'C7')",53031.429
"('C34', 'C8')",44632.512
"('C34', 'C9')",55123.578
"('C34', 'C10')",25469.64
"('C34', 'C11')",36991.62
"('C34', 'C12')",32898.285
"('C34', 'C13')",34565.94
"('C34', 'C14')",29290.086
"('C34', 'C15')",2516.643
"('C34', 'C16')",32958.927
"('C34', 'C17')",31564.161
"('C34', 'C18')",17707.464
"('C34', 'C19')",42449.4
"('C34', 'C20')",37143.225
"('C34', 'C21')",50090.292
"('C34', 'C22')",18040.995
"('C34', 'C23')",2637.927
"('C34', 'C24')",12583.215
"('C34', 'C25')",27955.962
"('C34', 'C26')",30078.432
"('C34', 'C27')",15645.636
"('C34', 'C28')",25014.825
"('C34', 'C29')",48968.415
"('C34', 'C30')",15584.994
"('C34', 'C31')",86899.986
"('C34', 'C32')",32989.248
"('C34', 'C33')",47331.081
"('C34', 'C34')",9999999.0
"('C34', 'C35')",18010.674
"('C34', 'C36')",33656.31
"('C34', 'C37')",8095.707
"('C34', 'C38')",31897.692
"('C35', 'CD1')",53759.133
"('C35', 'CD2')",44329.302
"('C35', 'CD3')",61824.519
"('C35', 'CD4')",42904.215
"('C35', 'CD5')",41175.918
"('C35', 'CD6')",30533.247
"('C35', 'CD7')",17889.39
"('C35', 'CD8')",31746.087
"('C35', 'CD9')",49332.267
"('C35', 'CD10')",37325.151
"('C35', 'CD11')",24650.973
"('C35', 'CD12')",33656.31
"('C35', 'C1')",44935.722
"('C35', 'C2')",56669.949
"('C35', 'C3')",37689.003
"('C35', 'C4')",49332.267
"('C35', 'C5')",80320.329
"('C35', 'C6')",66160.422
"('C35', 'C7')",44086.734
"('C35', 'C8')",62400.618
"('C35', 'C9')",46148.562
"('C35', 'C10')",14038.623
"('C35', 'C11')",44329.302
"('C35', 'C12')",16494.624
"('C35', 'C13')",41903.622
"('C35', 'C14')",12856.104
"('C35', 'C15')",21164.058
"('C35', 'C16')",40296.609
"('C35', 'C17')",38901.843
"('C35', 'C18')",33080.211
"('C35', 'C19')",54699.084
"('C35', 'C20')",24165.837
"('C35', 'C21')",41115.276
"('C35', 'C22')",33383.421
"('C35', 'C23')",19648.008
"('C35', 'C24')",7913.781
"('C35', 'C25')",37931.571
"('C35', 'C26')",37416.114
"('C35', 'C27')",25621.245
"('C35', 'C28')",32352.507
"('C35', 'C29')",39993.399
"('C35', 'C30')",22922.676
"('C35', 'C31')",78713.316
"('C35', 'C32')",40326.93
"('C35', 'C33')",57185.406
"('C35', 'C34')",17980.353
"('C35', 'C35')",9999999.0
"('C35', 'C36')",49029.057
"('C35', 'C37')",24741.936
"('C35', 'C38')",30775.815
"('C36', 'CD1')",75620.574
"('C36', 'CD2')",37870.929
"('C36', 'CD3')",96814.953
"('C36', 'CD4')",64765.656
"('C36', 'CD5')",15888.204
"('C36', 'CD6')",32018.976
"('C36', 'CD7')",35657.496
"('C36', 'CD8')",47270.439
"('C36', 'CD9')",71193.708
"('C36', 'CD10')",24469.047
"('C36', 'CD11')",41752.017
"('C36', 'CD12')",16828.155
"('C36', 'C1')",47331.081
"('C36', 'C2')",91660.383
"('C36', 'C3')",21436.947
"('C36', 'C4')",84322.701
"('C36', 'C5')",115310.763
"('C36', 'C6')",101150.856
"('C36', 'C7')",65948.175
"('C36', 'C8')",24832.899
"('C36', 'C9')",68010.003
"('C36', 'C10')",49878.045
"('C36', 'C11')",46724.661
"('C36', 'C12')",65705.607
"('C36', 'C13')",27501.147
"('C36', 'C14')",60884.568
"('C36', 'C15')",27531.468
"('C36', 'C16')",17525.538
"('C36', 'C17')",31533.84
"('C36', 'C18')",13219.956
"('C36', 'C19')",24135.516
"('C36', 'C20')",61763.877
"('C36', 'C21')",63401.211
"('C36', 'C22')",9520.794
"('C36', 'C23')",29896.506
"('C36', 'C24')",36961.299
"('C36', 'C25')",32231.223
"('C36', 'C26')",39811.473
"('C36', 'C27')",29017.197
"('C36', 'C28')",24196.158
"('C36', 'C29')",62279.334
"('C36', 'C30')",29472.012
"('C36', 'C31')",113703.75
"('C36', 'C32')",42722.289
"('C36', 'C33')",28986.876
"('C36', 'C34')",27955.962
"('C36', 'C35')",46482.093
"('C36', 'C36')",9999999.0
"('C36', 'C37')",23195.565
"('C36', 'C38')",41084.955
"('C37', 'CD1')",72527.832
"('C37', 'CD2')",27774.036
"('C37', 'CD3')",76045.068
"('C37', 'CD4')",61672.914
"('C37', 'CD5')",18980.946
"('C37', 'CD6')",28289.493
"('C37', 'CD7')",16312.698
"('C37', 'CD8')",46300.167
"('C37', 'CD9')",68100.966
"('C37', 'CD10')",20769.885
"('C37', 'CD11')",34869.15
"('C37', 'CD12')",10036.251
"('C37', 'C1')",42691.968
"('C37', 'C2')",70890.498
"('C37', 'C3')",24529.689
"('C37', 'C4')",63522.495
"('C37', 'C5')",94540.878
"('C37', 'C6')",80350.65
"('C37', 'C7')",62855.433
"('C37', 'C8')",36930.978
"('C37', 'C9')",64917.261
"('C37', 'C10')",31503.519
"('C37', 'C11')",42085.548
"('C37', 'C12')",38901.843
"('C37', 'C13')",37658.682
"('C37', 'C14')",35323.965
"('C37', 'C15')",9187.263
"('C37', 'C16')",20618.28
"('C37', 'C17')",34626.582
"('C37', 'C18')",11521.98
"('C37', 'C19')",36263.916
"('C37', 'C20')",43177.104
"('C37', 'C21')",59883.975
"('C37', 'C22')",11794.869
"('C37', 'C23')",11521.98
"('C37', 'C24')",18617.094
"('C37', 'C25')",22164.651
"('C37', 'C26')",35172.36
"('C37', 'C27')",9854.325
"('C37', 'C28')",27288.9
"('C37', 'C29')",58762.098
"('C37', 'C30')",20678.922
"('C37', 'C31')",92933.865
"('C37', 'C32')",38052.855
"('C37', 'C33')",41145.597
"('C37', 'C34')",9581.436
"('C37', 'C35')",26530.875
"('C37', 'C36')",27470.826
"('C37', 'C37')",9999999.0
"('C37', 'C38')",36991.62
"('C38', 'CD1')",44147.376
"('C38', 'CD2')",61672.914
"('C38', 'CD3')",65341.755
"('C38', 'CD4')",33292.458
"('C38', 'CD5')",23013.639
"('C38', 'CD6')",10733.634
"('C38', 'CD7')",23134.923
"('C38', 'CD8')",15797.241
"('C38', 'CD9')",39690.189
"('C38', 'CD10')",54668.763
"('C38', 'CD11')",11279.412
"('C38', 'CD12')",36930.978
"('C38', 'C1')",21588.552
"('C38', 'C2')",60187.185
"('C38', 'C3')",19526.724
"('C38', 'C4')",52849.503
"('C38', 'C5')",83837.565
"('C38', 'C6')",69677.658
"('C38', 'C7')",34444.656
"('C38', 'C8')",54456.516
"('C38', 'C9')",36536.805
"('C38', 'C10')",34747.866
"('C38', 'C11')",18465.489
"('C38', 'C12')",41752.017
"('C38', 'C13')",22710.429
"('C38', 'C14')",36930.978
"('C38', 'C15')",29229.444
"('C38', 'C16')",22104.009
"('C38', 'C17')",21497.589
"('C38', 'C18')",27834.678
"('C38', 'C19')",33898.878
"('C38', 'C20')",41175.918
"('C38', 'C21')",31897.692
"('C38', 'C22')",32867.964
"('C38', 'C23')",29957.148
"('C38', 'C24')",21073.095
"('C38', 'C25')",55275.183
"('C38', 'C26')",14068.944
"('C38', 'C27')",42964.857
"('C38', 'C28')",16615.908
"('C38', 'C29')",30775.815
"('C38', 'C30')",13765.734
"('C38', 'C31')",82230.552
"('C38', 'C32')",15039.216
"('C38', 'C33')",36354.879
"('C38', 'C34')",27319.221
"('C38', 'C35')",33989.841
"('C38', 'C36')",42722.289
"('C38', 'C37')",34080.804
"('C38', 'C38')",9999999.0
"('C39', 'C39')",9999999.0
"('C39', 'C40')",21891.762
"('C39', 'C41')",30563.568
"('C39', 'C42')",44632.512
"('C39', 'C43')",12067.758
"('C39', 'C44')",19132.551
"('C39', 'C45')",24529.689
"('C39', 'C46')",45238.932
"('C39', 'C47')",51697.305
"('C39', 'C48')",22285.935
"('C39', 'C49')",55729.998
"('C39', 'C50')",8247.312
"('C39', 'C51')",35202.681
"('C39', 'C52')",39144.411
"('C39', 'C53')",36900.657
"('C39', 'C54')",30230.037
"('C39', 'C55')",19557.045
"('C39', 'C56')",15069.537
"('C39', 'C57')",12825.783
"('C39', 'C58')",52819.182
"('C39', 'C59')",18101.637
"('C39', 'C60')",42722.289
"('C39', 'C61')",60399.432
"('C39', 'C62')",23498.775
"('C39', 'C63')",36840.015
"('C39', 'C64')",38750.238
"('C39', 'C65')",50272.218
"('C39', 'C66')",48847.131
"('C39', 'C67')",42813.252
"('C39', 'C68')",36142.632
"('C39', 'C69')",22619.466
"('C39', 'C70')",37234.188
"('C39', 'C71')",53455.923
"('C39', 'C72')",28077.246
"('C39', 'C73')",25257.393
"('C39', 'C74')",37567.719
"('C39', 'C75')",35354.286
"('C39', 'C76')",49180.662
"('C39', 'C77')",79531.983
"('C39', 'C78')",28168.209
"('C39', 'C79')",28501.74
"('C39', 'C80')",30502.926
"('C39', 'C81')",35081.397
"('C39', 'C82')",32170.581
